N° de Bien | Descripcion
PGEB-BM-590 | EL REGIMEN DE LOS RECURSOS ADMINITRATIVOS Y DEL CONTENCIOSO ELECTORAL EN LA LEY ORGANICA DEL SUFRAGION Y PARTICIPACION POLITICA, AUTOR: HILDEGARD RONDON DE SANS�.
PGEB-BM-577 | LA ADMINISTRACION Y LOS JUECES, AUTOR: JOSE RAMON PARADA VAZQUEZ
PGEB-BM-591 | LAS PRESUNCIONES Y SU PRUEBA EN EL CONTENCIOSO ADMINISTRATIVO, AUTOR: ROQUEFELIX ARVELO VILLAMIZAR	
DAD-0321-1 | TEORIA GENERAL DE LA ACTIVIDAD ADMINISTRATIVA, TOMO I. AUTOR: ILDEGARD RONDON
PGEB-BM-550 | LOS PRINCIPIOS GENERALES DE DERECHO COMO FUENTE DE DERECHO ADM., AUTOR: JULIO ALTAMIRA
PGEB-BM-560 | EL EJERCICIO DE LA FUNCION PUBLICA POR PARTE DE LOS EXTRANJEROS, AUTOR: HILDEGARD RONDON DE SANSO
DAD-00296 | DESCENTRALIZACION Y MODERNIZACION DEL ESTADO EN VENEZUELA, AUTOR: GOBIERNO EDO. ARAGUA
DAD-00293 | LA REFORMA ADMINISTRATIVA, AUTOR: C.O.P.R.E. VOLUMEN 6. TOMO I
PGEB-BM-574 | EL DANO CIERTO EN LA RESPONSABILIDAD PATRIMONIAL DE LA ADMINISTRACION PUBLICA., AUTOR: LUIS A. ORTIZ ALVAREZ
PGEB-BM-587 | PRIVATIZACION DE VENEZUELA, EDITORIAL: LA ESMERALDA
PGEB-BM-579 | DOCTRINA ADMINISTRATIVA, AUTOR: ORLANDO CARDENAS
DAD-00420 | DESCENTRALIZACION: LA INVERSION RENTABLE PARA EL FUTURO, AUTOR: ALIAN BREWER C.
PGEB-BM-583 | MANUAL DE DERECHO ADMINISTRATIVO, AUTOR: ELOY LARES M.
DAD-0321-2 | TEORIA GENERAL DE LA ACTIVIDAD ADMINISTRATIVA TOMO II, AUTOR: ILDEGARD RONDON
PGEB-BM-593 | BASES  JURISPRUDENCIALES DE LA SUPRACONSTITUCIONALIDAD, 2
PGEB-BM-563 | CONTRATOS ADMINISTRACION Y CONTRATOS PRIVADOS DE LA ADMINISTRACION. AUTOR: JOSE MARIA DE SOLAS RAFECAS
DAD-00537 | LA PROTECCION CAUTELAR, AUTOR: LUIS A. ORTIZ
PGEB-BM-580 | LAS FORMAS DE LA ACTIVIDAD ADMINISTRATIVA, AUTOR: ALLAN RANDOLPH BREWER C.
DAD-00061 | DOCTRINA ADMINISTRATIVA, AUTOR: CONSEJO SUPREMO ELECTORAL
PGEB-BM-556 | EL REGIMEN MUNICIPAL EN VENEZUELA, AUTOR: ALLAN R. BREWER-CARIAS.
PGEB-BM-575 | LA RESPONSABILIDAD EXTRACONTRACTUAL DEL ESTADO POR ACTUACIONES CONFORME A LA LEY, AUTOR: HECTOR TURUHPIAL CARIELLO
PGEB-BM-584 | MEDIDAS CAUTELARES SEGUN EL CODIGO DEL PROCEDIMIENTO CIVIL. AUTOR: RICARDO HENRIQUEZ LA ROCHE
DAD-00016 | DOCTRINA  DE PROCURADURIA GENERAL DE LA REPUBLICA, AUTOR: PROCURADURIA GENERAL DE VZLA.
PGEB-BM-582 | LOS ACTOS DE AUTORIDAD, AUTOR: RAFAEL J. CHAVERO GAZDIK
PGEB-BM-558 | LAS INSTITUCIONES FUNDAMENTALES DE DERECHO ADMINISTRATIVO, AUTOR: ALLAN RANDOLPH BREWER CARIAS
PGEB-BM-589 | PROCEDIMIENTOS ADMINISTRATIVOS, PROCESO ADMINISTRATIVO Y JUSTICIA CONST., AUTOR: VICTOR H. HERNANDEZ
PGEB-BM-592 | MANUAL DE DERECHO ADMINISTRATIVO, AUTOR: JOSE PENA SOLIS, VOLUMEN PRIMERO 1
PGEB-BM-561 | REFORMA DEL ESTADO Y DESCENTRALIZACION , AUTOR: JORGUE SANCHEZ MELEAN
PGEB-BM-565 | HACIENDA PUBLICA, AUTOR: MAURICE DUVERGEL
PGEB-BM-665 | EL ESTADO POR ALFONZO RIVAS
PGEB-BM-557 | LA RESPONSABILIDAD PATRIMONIAL DE LA ADMON. PUBLICA, AUTOR: RICARDO HOYOS DUQUE
PGEB-BM-571 | DERECHO SUBJETIVO Y RESPONSABILIDAD PUBLICA, AUTOR: JOSE ROBERTO DROMI
PGEB-BM-555 | ELEMENTOS DE DERECHO ADMINISTRATIVO Y DERECHO PROCESAL ADMINISTRATIVO., AUTOR: FRANCISCO HUMBERTO PICONE
PGEB-BM-578 | PRINCIPIOS DEL REGIMEN JURIDICO DE LA ORGANIZACION ADMINISTRATIVA VENEZOLANA, AUTOR: ALLIAN BREWER-CARIAS.
PGEB-BM-581 | REGIMEN JURIDICO DE LA POTESTAD REGLAMENTARIA EN VENEZUELA, AUTOR: JOSE PENA S.
DCI-00009 | TRATADO ELEMENTAL DE DERECHO CIVIL, AUTOR: VICTOR L. GRANADILLO
PGEB-BM-620 | ANOTACIONES DE DERECHO CIVIL, AUTOR: FLORENCIO RAMIREZ
DCI-00017-1 | TREINTA ANOS DE DOCTRINA DE MINISTERIO PUBLICO, AUTOR: MARCELL MARCANO
PGEB-BM-594 | ESTUDIO SOBRE CASACION CIVIL, 3, AUTOR: RAMON ESCOBAR LEON
PGEB-BM-595 | COMENTARIOS A LA LEY DEL ESTATUTO DE LA FUNCION PUBLICA
DAD-322 | 30 ANOS DE DOCTRINA, MINISTERIO PUBLICO. AUTOR: MARCELL MARCANO LOPEZ
DCI-00017-2 | TREINTA ANOS DE DOCTRINA DE MINISTERIO PUBLICO, AUTOR: MARCELL MARCANO
PGEB-BM-618 | REGIMEN JURIDICO-INSTITUCIONAL DE LA ORDENACION Y ADMINISTRACION DEL AMBIENTE, AUTOR: FUNDACION POLAR-UCAB. TOMO III.
PGEB-BM-597 | EL REGIMEN JURIDICO DE LA FUNCION PUBLICA EN VENEZUELA, HOMENAJE A LA DRA. HILDEGARD RONDON DE SANSO. TOMO I
PGEB-BM-617 | REGIMEN JURIDICO-INSTITUCIONAL DE LA ORDENACION Y ADMINISTRACION DEL AMBIENTE, AUTOR: FUNDACION POLAR-UCAB. TOMO II
PGEB-BM-615 | DERECHO AMBIENTAL VENEZOLANO, AUTOR: CECILIA SOSA/OSWALDO MONTERO. FUNDACION POLAR. UCAB.
PGEB-BM-607 | LA TUTELA JUDICIAL CAUTELAR EN EL CONTENCIOSO ADMINISTRATIVO
PGEB-BM-600 | EL DERECHO ADMINISTRATIVO GLOBAL Y LOS TRATADOS BILATERALES DE INVERSION (BITS) AUTOR: JOSE ANTONIO MUCI BORJAS
PGEB-BM-621 | CURSO DE OBLIGACIONES, AUTOR: ELOY MADURO
PGEB-BM-599 | MANUAL DE PROCEDIMIENTOS ESPECIALES CONTENCIOSOS. 2DA. EDICION, EDICIONES PAREDES AUTOR: ABDON SANCHEZ NOGUERA
PGEB-BM-623 | NUEVO REGIMEN DE LA RESPONSABILIDAD CIVIL EN LA CONSTRUCCION, AUTOR: LUIS CORSI
DCI-00014 | INDICE ANALITICO DE CONSULTA, AUTOR: ALCIRA MALDONADO
PGEB-BM-616 | REGIMEN JURIDICO-INSTITUCIONAL DE LA ORDENACION Y ADMINISTRACION DEL AMBIENTE, AUTOR: FUNDACION POLAR-UCAB.TOMO I
PGEB-BM-598 | VALORACION CRITICA DERECHOS Y DEBERES DE LOS FUNCIONARIOS PUBLICOS. AUTOR: CARLOS SAINZ MU�OZ.
PGEB-BM-596 | DERECHO ADMINISTRATIVO, AUTOR: DR. LUIS A. CAICEDO C.
PGEB-BM-606 | EL DERECHO ADMINISTRATIVO Y LA LEY ORGANICA DE PROCEDIMIENTOS ADMINISTRATIVOS. AUTOR: ALLAN R. BREWER-CARIAS.
PGEB-BM-622 | INTRODUCCION AL ESTUDIO DEL DERECHO , AUTOR: EDUARDO GARCIA MAYNEZ
PGEB-BM-619 | ANOTACIONES DE DERECHO CIVIL, AUTOR: FLORENCIO RAMIREZ
PGEB-BM-601 | DERECHO ADMINISTRATIVO Y REGULACION ECONOMICA POR JOSE IGNACIO HERNANDEZ GONZALEZ (ADMINISTRACION DE LOS CONFLICTOS)
PGEB-BM-631 | LA PRESCRIPCION EXTINTIVA POR FERNANDO HINESTROSA
DCI-00374 | PRACTICA FORENSE DE DERECHO CIVIL, AUTOR: PEDRO VILLARROEL
PGEB-BM-627 | ESTUDIO DE DERECHO INQUILINARIO, AUTOR: ISAAC BENDAYAN L.
PGEB-BM-625 | REGIMEN JURIDICO DE LOS ACCIDENTES DE TRANSITO, AUTOR: RICARDO HERNANDEZ
PGEB-BM-626 | EL ABOGADO EN CASA, AUTOR: MANUEL MANRRIQUEZ S.
DCI-00458 | LAS FUNDACIONES , AUTOR: JORGE COLMENARES
DCI-0591-II | CURSO INTRODUCCION AL DERECHO. TOMO I, AUTOR: LUIS M. OLASO
PGEB-BM-629 | GARANTIA INTERNACIONAL DE LOS  DERECHO HUMANOS AUTOR PEDRO NIKKEN
DCI-0592 | MANUAL DE ORGANIZACION DE LOS CONSEJOS COMUNALES
PGEB-BM-666 | ASPECTOS PROCEDIMENTALES DE INTERDICTOS POSESORIOS , AUTOR: OSCAR ROMERO A.
DCI-00373 | PRACTICA FORENSE DE DERECHO CIVIL, AUTOR: PEDRO VILLARROEL
DCI-00375 | VALORACION JURIDICIAL DE LAS PRUEBAS. I EDICION 2000. AUTOR; FERNANDO QUINCENO ALVARES
DCI-0591 | GUIA PRACTICA DE LOS CONSEJOS COMUNALES
PGEB-BM-632 | SOCIEDADES POR FRANCISCO HUNG
PGEB-BM-628 | TRATADO ELEMENTAL DERECHO ROMANO. AUTOR: EUGENE PETIT
PGEB-BM-624 | ESTUDIO DE DERECHO MERCANTIL,
DCI-00353 | EL ARRENDAMIENTO, AUTOR: HERMES HARTING
DCI-00341 | DERECHO REGISTRA! Y NOTARIAL, AUTOR: EMILIO CALVO
PGEB-BM-675 | COSAS, BIENES Y DERECHOS REALES DERECHO CIVIL II
DCI-00535 | LA PRUEBA Y SUS MEDIOS ESCRITOS, AUTOR: OSWALDO PARRILLI A.
PGEB-BM-634 | DERECHO MERCANTIL. (XXIX JORNADAS). AUTOR: J.M. DOMINGUEZ ESCOVAR 
PGEB-BM-639 | LA RESPONSABILIDAD CIVIL POR HECHOS ILICITOS
PGEB-BM-640 | GESTION DEL CONOCIMIENTO POR: ANSELMO DEL MORAL
PGEB-BM-635 | INTRODUCCION AL DERECHO. AUTOR: YURY NARANJO	
DCI-0599-II | REDACCIONES DE DERECHO CIVIL POR SANDRA AGUILERA
PGEB-BM-642 | BIENES DE DERECHOS REALES POR GERT KUMMEROV
PGEB-BM-641 | DERECHO ROMANO, V EDICION. AUTOR: SEBASTIAN ARTILES
PGEB-BM-636 | CURSO DE INTRODUCCION AL DERECHO POR: LUIS MARIA OLASO. TOMO I
PGEB-BM-643 | METODOS Y TECNICAS DE INVESTIGACION PARA LA CIENCIAS SOCIALES DE GUILLERMO BRIOWER
PGEB-BM-644 | CURSO INTRODUCCION AL DERECHO. TOMO II, AUTOR: LUIS M. OLASO
PGEB-BM-633 | DERECHO MERCANTIL  MANUAL TEORICO PRACTICO POR: ELY BARBOZA 
DCI-0596-1 | TEORIA DEL CONOCIMIENTO POR J HESSEN
PGEB-BM-645 | CURSO INTRODUCCION AL DERECHO. TOMO II, AUTOR: LUIS M. OLASO
PGEB-BM-638 | CURSO INTRODUCCION AL DERECHO II POR LUIS M. OLASO
PGEB-BM-663 | DERECHO ROMANO I Y II. AUTOR GERARDO ONTIVERO.
PGEB-BM-648 | NOTAS INTRODUCCION AL DERECHO. AUTOR: MANUEL S. EGANA
PGEB-BM-650 | NOTAS DE INTRODUCCION AL DERECHO POR MANUEL SIMON EGANA
PGEB-BM-660 | LENGUAJE Y COMUNICACION. AUTOR: CARLOS ALARICO GOMEZ.
DCI-608 | QUE ES Y COMO FUNCIONA UNA COOPERATIVA. AUTOR: CARLOS MOLINA
PGEB-BM-654 | HISTORIA ECONOMICA Y SOCIAL DE VENEZUELA. TOMO I, AUTOR: FEDERICO BRITO FIGUEROA.
PGEB-BM-646 | INTRODUCCION AL DERECHO. AUTOR: JOSE R. HERNANDEZ G.
PGEB-BM-653 | MANUAL DERECHO CIVIL I. AUTOR: GUSTAVO CONTRERAS
PGEB-BM-686 | ANOTACIONES Y COMENTARIOS DERECHO ROMANO TOMO I. AUTOR: CHIBLY ABDUHAMAD H.
PGEB-BM-655 | HISTORIA ECONOMICA Y SOCIAL DE VENEZUELA. TOMO II, AUTOR: FEDERICO BRITO F.
PGEB-BM-656 | HISTORIA ECONOMICA Y SOCIAL DE VENEZUELA. TOMO III, AUTOR: FEDERICO BRITO FIGUEROA.
PGEB-BM-692 | LA FASCINACION POR EL SABER. AUTOR: ANNA ESTANY
PGEB-BM-659 | PERSONAS DERECHO CIVIL I. AUTOR: JOSE AGUILAR G.
PGEB-BM-662 | LECCIONES DERECHO ROMANO. AUTOR: AGUSTIN HURTADO
PGEB-BM-657 | HISTORIA ECONOMICA Y SOCIAL DE VENEZUELA. TOMO IV, AUTOR: FEDERICO BRITO FIGUEROA.
PGEB-BM-658 | DERECHO CIVIL 1 PERSONAS POR JOSE LUIS AGUILAR
PGEB-BM-661 | DERECHO ROMANO INTRODUCCION. AUTOR: CESAR RAMOS
PGEB-BM-651 | LECCIONES DE INTRODUCCION AL DERECHO. AUTOR: JOSE M. DELGADO 0.
PGEB-BM-652 | DERECHO CIVIL I. AUTOR: FRANCISCO HUNG	
PGEB-BM-649 | NOTAS, INTRODUCCION AL DERECHO. AUTOR: SAMUEL S. EGANA
PGEB-BM-647 | VENAS ABIERTAS DE AMERICA POR EDUARDO GALEANO
PGEB-BM-693 | LA CIENCIA, SU METODO Y FILOSOFIA. AUTOR: MARIO BUNGE
PGEB-BM-691 | ANOTACIONES Y COMENTARIOS DERECHO ROMANO TOMO III. AUTOR: CHIBLY ABDUHAMAD H.
PGEB-BM-687 | ANOTACIONES Y COMENTARIOS DERECHO ROMANO TOMO II. AUTOR: CHIBLY ABDUHAMAD H.
DCI-0603 | UNA INTRODUCCION A LA METODOLOGIA DEL DERECHO. AUTOR: JOSE M. DELGADO O.
PGEB-BM-689 | DERECHO ROMANO  POR CHIBLY ABOUHAMAS TOMO I
PGEB-BM-674 | APUNTACIONES SOBRE PROCEDIMIENTO CIVIL ORDINARIIO, AUTOR: RAMON J. DUQUE CORREDOR. TOMO I.
PGEB-BM-677 | CURSO DE DERECHO ROMANO, DERECHO DE OBLIGACIONES POR: ANGEL CRISTOBAL MONTES
PGEB-BM-684 | DERECHO INTERNACIONAL PRIVADO POR: DANIEL GUERRA INIGUEZ
PGEB-BM-679 | HISTORIA ECONOMICA Y SOCIAL DE VENEZUELA TOMO III, POR: FEDERICO BRITO FIGUEROA
DCI-585 | ANTROPOLOGIA EMANCIPADORA, DERECHOS HUMANOS Y PLURICULTURALIDAD POR: HECTOR VAZQUEZ
DCI-576 | DERECHO CIVIL IV (CONTRATOS Y GARANTIAS) POR: JOSE LUIS AGUILAR GORRONDONA
PGEB-BM-676 | DERECHO ROMANO POR: JUAN IGLESIAS 14� EDICION, ARIEL DERECHO
PGEB-BM-683 | ANTROPOLOGIA 10� EDICION POR: CAROL R. EMBER, MELVIN EMBER Y PETER PEREGRINE
DCI-583 | HISTORIA FUNDAMENTAL DE VENEZUELA POR: J. L. SALCEDO - BASTARDO
PGEB-BM-680 | HISTORIA ECONOMICA Y SOCIAL DE VENEZUELA TOMO IV, POR: FEDERICO BRITO FIGUEROA
PGEB-BM-670 | NUEVO REGIMEN JURIDICO ARRENDAMIENTO INMOBILIARIO, AUTOR: RICARDO HENRRIQUEZ
DCI-580-1 | HISTORIA ECONOMICA Y SOCIAL DE VENEZUELA TOMO I, POR: FEDERICO BRITO FIGUEROA
PGEB-BM-673 | APUNTACIONES SOBRE PROCEDIMIENTO CIVIL ORDINARIIO, AUTOR: RAMON J. DUQUE CORREDOR. TOMO II.
PGEB-BM-678 | MANUAL DE DERECHO ROMANO II, POR: DR. EDGAR PEREZ ROJAS
PGEB-BM-681 | CURSO DE TEORIA DEL DERECHO, POR: LUIS MARTINEZ ROLDAN Y JESUS A. FERNANDEZ SUARES
PGEB-BM-685 | CURSO DE DERECHO INTERNACIONAL PRIVADO POR: JOSE LUIS BONNEMAISON W.
DCI-587 | EPISTEMOLOGIA, FUNDAMENTOS GENERALES POR: JESUS HEMENL RIOS CASTILLA
PGEB-BM-682 | GARANTIA INTERNACIONAL DE LOS DERECHOS HUMANOS POR: PEDRO NIKKEN
PGEB-BM-690 | DERECHO ROMANO DE CHIBLY ABOUHAMAS TOMO II
PGEB-BM-707 | TEORIA PURA DEL DERECHO. AUTOR: HANS KELSEN
PGEB-BM-698 | EL AMPARO CONSTITUCIONAL, AUTOR: CESAR AUGUSTO MONTOYA. 
DCO-0610 | ESTADO DE DERECHO, CRISIS Y RENOVACION. AUTOR: RICARDO COMBELLAS
PGEB-BM-703 | DERECHOS DE CIUDADANIA, RESPONSABILIDAD DEL ESTADO POR: MANUEL CANTO CHAC
PGEB-BM-700 | TEORIA DE ESTADO. AUTOR: H. HELLER
PGEB-BM-695 | INSTITUCIONES POLITICAS Y CONSTITUCIONALES, AUTOR: ALLAN R. BREWER-CARIAS.
DCO-0584 | AMPARO CONSTITUCIONAL 2.000-2.001. JURISPRUDENCIA DE LA SALA CONSTITUCIONAL DEL TRIBUNAL SUPREMO DE JUSTICIA.
PGEB-BM-699 | EL AMPARO CONSTITUCIONAL. AUTOR: CESAR AUGUSTO MONTOYA
PGEB-BM-701 | COMPRENDER EL ESTADO. AUTOR: ALFREDO RAMOS G.
PGEB-BM-697 | LA ACCION DE INCONSTITUCIONALIDAD EN VENEZUELA, AUTOR: HUMBERTO BRICENO LEON.
PGEB-BM-702 | FUNDAMENTOS DE DERECHO PUBLICO. AUTOR: PEDRO LUIS BRACHO GRAND
PGEB-BM-1033 | SOCIOLOGIA JURIDICA. EDICIONES: U.C.V.
PGEB-BM-694 | INSTITUCIONES POLITICAS Y CONSTITUCIONALES, AUTOR: ALLAN R. BREWER-CARIAS.
DCO-00278 | UNA CONSTITUCION PARA EL FUTURO, AUTOR: RICARDO COMBELLAS
DCO-00100 | NOTAS SOBRE TECNICA LEGISLATIVA, (COMO SE HACE E INTERPRETA LA LEY). AUTOR: LEOPOLDO PALACIO.
DCO-620 | EL ESTADO, ESTRUCTURA Y VALOR DE SUS INSTITUCIONES, 2O EDICION, POR: ALFONZO RIVAS QUINTERO
DCO-00281 | LA CONSTITUCION Y SUS ENMIENDAS, AUTOR: ALIAN BREWER C.
DCO-00356 | EL NUEVO DERECHO CONSTITUCIONAL VENEZOLANO, AUTOR: L.U.Z. EDICIONES
PGEB-BM-696 | DERECHO CONSTITUCIONAL, TOMO I AUTOR: HUMBERTO J. LA ROCHE
DEC-00012 | DECRETO SOBRE EL REGISTRO NACIONAL DE HIERROS Y SENALES
DEC-ES-00242 | DECRETO N� 55 Y 56
DEC-00541 | DECRETO CON RANGO Y FUERZA DE LEY ORGANICA DE HIDROCARBUROS
DEC-00483 | TEMAS DE DERECHO ECOLOGICO, AUTOR: LUIS PEREZ RUIZ
DEC-00011 | DECRETO LEGISLATIVO SOBRE DESALOJO DE VIVIENDAS
DEC-00107-2 | FONDO INTERGUBERNAMENTAL PARA LA DESCENTRALIZACION
DEC-00107-1 | FONDO INTERGUBERNAMENTAL PARA LA DESCENTRALIZACION
DEC-0497 | DECRETO CON RANGO Y FUERZA DE LEY QUE REGULA EL SISTEMA NACIONAL DE GARANTIAS RECIPROCAS PARA LA PEQUENA Y MEDIANA EMPRESA
DEC-C-00141 | DECRETO N� 193 CLASIFICACION DE CARGOS
DEC-540 | DECRETO CON RANGO Y FUERZA DE LEY DE ARRENDAMIENTO
DEP-250 | JURISDICCION Y COMPETENCIA, AUTOR: HUMBERTO BELLO
PGEB-BM-743 | EL CONTRATO COLECTIVO Y LA HUELGA, AUTOR: TEODORO CORREA
PGEB-BM-725 | EL JUICIO DE CALIFICACION DE DESPIDO, AUTOR: JOSE GONZALEZ ESCORCHE
PGEB-BM-734 | COMENTARIO A LA LEY ORGANICA DEL TRABAJO, AUTOR: FERNANDO VILLASMIL
DLA-00342 | 3 ANOS DE JURISPRUDENCIA DEL MINISTERIO DEL TRABAJO, AUTOR: IVAN D. TORRES
PGEB-BM-730 | LA FORMACION DE LA CONVENCION COLECTIVA DE TRABAJO , AUTOR: EZEQUIEL VIVAS T.
PGEB-BM-726 | LA ADMINISTRACION DE LOS CONTRATOS COLECTIVOS, AUTOR: MIREYA CALDERA
PGEB-BM-740 | FONDOS DE PENSIONES, AUTOR: NELSON CHITTY
PGEB-BM-733 | APUNTAMIENTO DE DERECHO COLECTIVO DEL TRABAJO , AUTOR: HUMBERTO VILLASMIL
PGEB-BM-728 | ENSAYO DE DERECHO DE TRABAJO, AUTOR: ALEJANDRO CARIBAS
PGEB-BM-746 | EL NUEVO PROCEDIMIENTO LABORAL, AUTOR: ISAIAS RODRIGUEZ
PGEB-BM-742 | FONDOS DE PENSIONES, AUTOR: NELSON CHITTY
DLA-00385 | PROCEDIMIENTOS ADMINISTRATIVOS DEL TRABAJO, AUTOR: IVAN D. TORRES
PGEB-BM-732 | REPRESENTACION LABORAL, AUTOR: IVAN D. TORRES
PGEB-BM-735 | COMENTARIO A LA LEY ORGANICA DEL TRABAJO, AUTOR: FERNANDO VILLASMIL
DLA-00351 | COMENTARIO SOBRE JURISPRUDENCIA LABORAL Y RELACION DE EMPLEO P., AUTOR: GERARDO MILLE M.
PGEB-BM-727 | EL REGIMEN DE PRESTACIONES SOCIALES, AUTOR: ANTONIO ESPINOZA
DLA-00487 | DIVERSOS TEMAS Y JURISPRUDENCIA LABORAL, AUTOR: MIREYA RODRIGUEZ
PGEB-BM-737 | NUEVA DIDACTICA DEL DERECHO DEL TRABAJO, AUTOR: RAFAEL A. GUZMAN
PGEB-BM-741 | FONDOS DE PENSIONES, AUTOR: NELSON CHITTY
PGEB-BM-745 | ESTABILIDAD LABORAL EN VENEZUELA, AUTOR: JUAN GARCIA V.
PGEB-BM-744 | NUEVO REGIMEN DE PRESTACIONES SOCIALES, AUTOR: IVAN D. TORRES
PGEB-BM-736 | AMPARO LABORAL , AUTOR: IVAN D. TORRES
PGEB-BM-729 | JUBILACIONES Y PENSIONES EN LA ADMINISTRACION PUBLICA, AUTOR: HILDA RODRIGUEZ
PGEB-BM-749 | COMENTARIO A LA LEY ORGANICA DEL TRABAJO Y SU REGLAMENTO, TOMO I, AUTOR: VERNARDONI
DLA-0626 | ESTADO Y POLITICA- AUTOR: REINALDO CHALBAUD Z.
PGEB-BM-739 | NUEVA DIDACTICA DE DERECHO TRABAJO DE RAFAEL A. GUZMAN
PGEB-BM-1029 | FILOSOFIA DEL DERECHO. AUTOR: ARMANDO MARTINEZ PE�UELA
DLA-0622 | INTRODUCCION A LA LOGICA JURIDICA. AUTOR: ROMULO PERDOMO
PGEB-BM-758 | PRESCRIPCION COMO CAUSA DE EXTINCION POR TONY F. VILLAR V.
PGEB-BM-603 | INTRODUCCION A LA TEORIA ECONOMICA. AUTOR: MANUEL PERNAUT ARDANAZ, S.J. EDUARDO JOSE ORTIZ F.	
DLA-0625 | DERECHO CONSTITUCIONAL. AUTOR: ALFONSO RIVAS Q.
DLA-0488 | TEMAS LABORALES, VOLUMEN XIII, AUTOR: RAFAEL SERRANO
DLA-0600 | DERECHO DE TRABAJO EN EL POR JESUS CABALLERO
PGEB-BM-760 | DERECHO A LA HUELGA DE LOS FUNCIONARIOS PUBLICOS VENEZOLANOS POR MARICARMEN PAZ MIRANDA
PGEB-BM-602 | TRATADO DEL DERECHO ADMINISTRATIVO FORMAL AUTOR: JOSE ARAUJO JUAREZ
PGEB-BM-748 | COMENTARIO A LA LEY ORGANICA DEL TRABAJO Y SU REGLAMENTO, TOMO II, AUTOR: VERNARDONI
PGEB-BM-766 | LA CONCILIACION, LA MEDIACION Y CONTROL DE LEGALIDAD. AUTOR: JOSE GONZALEZ ESCORCHE
PGEB-BM-759 | RELACIONES LABORALES POR HUMBERTO VILLASMIL
PGEB-BM-756 | CURSO DE PROCEDIMIENTO LABORAL VENEZOLANO. AUTOR: FRANCISCO MARIN BOSCAN
DLA-0610 | GUIA PRACTICA LABORAL POR COOLECCION GUIAS PRACTICAS
PGEB-BM-604 | PRINCIPIOS ECONOMIA POLITICA. AUTOR: JUAN BAUTISTA FUENMAYOR
DLA-0589 | DOCTRINA Y JURISPRUDENCIA LABORAL VOLUMEN XVII: AUTOR: GERARDO MILLE MULE
PGEB-BM-764 | GLOSARIO DE TERMINOS LABORALES POR FREDDY ZAMBRANO
PGEB-BM-772 | EL JUICIO ORAL EN LA JUSTICIA LABORAL VENEZOLANA. AUTOR: GILBERTO BRUZUAL B.
PGEB-BM-768 | LA IRRENUNCIABILIDAD Y OTROS TEMAS LABORALES. AUTOR: MERVY GONZALEZ
PGEB-BM-754 | RECLAMACION JUDICIAL DE LOS TRABAJADORES POR. JOSE GONZALEZ
PGEB-BM-769 | LA IRRENUNCIABILIDAD, LA TRANSACCION Y OTROS TEMAS LABORALES POR: MERVY ENRIQUE GONZALEZ FUENMAYOR
PGEB-BM-761 | JORNADA LABORAL FLEXIBILIDAD HUMANA EN EL TRABAJO Y ANALISIS DEL TRABJO PESADO AUTOR: IBCIA S. L. JORGE S. V.
PGEB-BM-752 | LA RECLAMACION JUDICIAL DE LOS TRABAJADORES. AUTOR: JOSE GONZALEZ ESCORCHE
PGEB-BM-755 | APROXIMACION CRITICA A LA DOCTRINA LABORAL DEL TRIBUNAL SUPREMO DE JUSTICIA
PGEB-BM-753 | LA RECLAMACION JUDICIAL DE LOS TRABAJADORES POR: JOSE GONZALEZ ESCORCHE
DLA-0624 | EL ESTADO. ESTRUCTURA Y VALOR. AUTOR: ALFONZO RIVAS Q.
DLA-0590 | DOCTRINA Y JURISPRUDENCIA LABORAL VOLUMEN XV: AUTOR: GERARDO MILLE MILLE
PGEB-BM-767 | CURSO PRACTICA LEGISLACION LABORAL. AUTOR: JOSE BRITO
PGEB-BM-777 | ESTUDIOS DEL DERECHO DEL TR POR HUMBERTO VILLASMIL
DLA-0620-1 | CURSO GENERAL LOGICA JURIDICA. AUTOR: ARMANDO MARTINEZ
PGEB-BM-747 | ESTUDIO DEL DERECHO DEL TRABAJO. , AUTOR: HUMBERTO VILLASMIL PRIETO
PGEB-BM-801 | TEORIA DEL PROCEDIMIENTO ADMINISTRATIVO. AUTOR: SALVADOR LEAL WILHELM
PGEB-BM-763 | LAS CONDUCTAS LESIVAS EN LAS RELACIONES LABORALES. POR MERVY E. GONZALEZ
DLA-0489 | SERIE JURISPRUDENCIAS LABORALES, AUTOR: ARQUIMIDES GONZALEZ
DLA-0627 | MANUAL DE INVESTIGACION JURIDICA. AUTORVIRGILIO MARQUES
DLA-0495 | COMENTARIO SOBRE LEGISLACION LABORAL N?XIV, AUTOR: MILLER MILLER
PGEB-BM-771 | COMENTARIOS DE LA LEY ORGANICA PROCESAL DEL TRABAJO. AUTOR: ERIC PEREZ	
PGEB-BM-765 | PROCESO LABORAL Y SUS INST. POR JOSE V. SANTANA
PGEB-BM-738 | NUEVA DIDACTICA DEL DERECHO DEL TRABAJO POR: RAFAEL J. ALFONZO - GUZMAN
PGEB-BM-770 | IRRENUNCIABILIDAD LA TRANSACCION Y OTROS TEMAS LABORALES POR MERVY E. GONZALEZ
PGEB-BM-762 | TEORIA Y PRAXIS DEL DERECHO POR JULIO C. ALVAREZ
PGEB-BM-751 | NUEVO PROCESO LABORAL VENEZOLANO. AUTOR: RICARDO ENRIQUEZ LA ROCHE
